undl_id,symbol,session,date,year,body,draft,committee_report,meeting,title,agenda_title,subjects,vote_note,yes,no,abstain,nonvoting,total,n_rollcall,c3_source,record_url
284943,A/RES/52/131,52,1997-12-12,1997,General Assembly,,A/52/644/Add.2,A/52/PV.70,"Strengthening of United Nations action in the field of human rights through the promotion of international cooperation and the importance of non-selectivity, impartiality and objectivity : resolution / adopted by the General Assembly","Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,116,2,50,17,185,185,agenda,https://digitallibrary.un.org/record/284943
284944,A/RES/52/133,52,1997-12-12,1997,General Assembly,,A/52/644/Add.2,A/52/PV.70,Human rights and terrorism : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,115,0,57,13,185,185,agenda,https://digitallibrary.un.org/record/284944
284945,A/RES/52/136,52,1997-12-12,1997,General Assembly,,A/52/644/Add.2,A/52/PV.70,Right to development : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,129,12,32,12,185,185,agenda,https://digitallibrary.un.org/record/284945
284946,A/RES/52/139,52,1997-12-12,1997,General Assembly,,A/52/644/Add.3,A/52/PV.70,Situation of human rights in Kosovo : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,106,2,56,21,185,185,agenda,https://digitallibrary.un.org/record/284946
284947,A/RES/52/140,52,1997-12-12,1997,General Assembly,,A/52/644/Add.3,A/52/PV.70,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,93,16,58,18,185,185,agenda,https://digitallibrary.un.org/record/284947
284948,A/RES/52/141,52,1997-12-12,1997,General Assembly,,A/52/644/Add.3,A/52/PV.70,Situation of human rights in Iraq : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,99,3,60,23,185,185,agenda,https://digitallibrary.un.org/record/284948
284949,A/RES/52/142,52,1997-12-12,1997,General Assembly,,A/52/644/Add.3,A/52/PV.70,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,74,32,56,23,185,185,agenda,https://digitallibrary.un.org/record/284949
284950,A/RES/52/143,52,1997-12-12,1997,General Assembly,,A/52/644/Add.3,A/52/PV.70,Situation of human rights in Cuba : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,64,29,75,17,185,185,agenda,https://digitallibrary.un.org/record/284950
284951,A/RES/52/144,52,1997-12-12,1997,General Assembly,,A/52/644/Add.3,A/52/PV.70,Situation of human rights in Nigeria : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,81,18,64,22,185,185,agenda,https://digitallibrary.un.org/record/284951
284952,A/RES/52/147,52,1997-12-12,1997,General Assembly,,A/52/644/Add.3,A/52/PV.70,"Situation of human rights in Bosnia and Herzegovina, the Republic of Croatia and the Federal Republic of Yugoslavia : resolution / adopted by the General Assembly",Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,133,2,27,23,185,185,agenda,https://digitallibrary.un.org/record/284952
285318,A/RES/53/135,53,1998-12-09,1998,General Assembly,,A/53/624,A/53/PV.85,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES--HUMAN RIGHTS,,115,18,35,17,185,185,agenda,https://digitallibrary.un.org/record/285318
285319,A/RES/53/136,53,1998-12-09,1998,General Assembly,,A/53/624,A/53/PV.85,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES--HUMAN RIGHTS,,162,2,6,15,185,185,agenda,https://digitallibrary.un.org/record/285319
285320,A/RES/53/141,53,1998-12-09,1998,General Assembly,,A/53/625/Add.2,A/53/PV.85,Human rights and unilateral coercive measures: resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,110,45,10,20,185,185,agenda,https://digitallibrary.un.org/record/285320
285321,A/RES/53/143,53,1998-12-09,1998,General Assembly,,A/53/625/Add.2,A/53/PV.85,Respect for the right to universal freedom of travel and the vital importance of family reunification : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,103,2,66,14,185,185,agenda,https://digitallibrary.un.org/record/285321
285322,A/RES/53/155,53,1998-12-09,1998,General Assembly,,A/53/625/Add.2,A/53/PV.85,Right to development : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,125,1,42,17,185,185,agenda,https://digitallibrary.un.org/record/285322
285323,A/RES/53/157,53,1998-12-09,1998,General Assembly,,A/53/625/Add.3,A/53/PV.85,Situation of human rights in Iraq : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,103,3,56,23,185,185,agenda,https://digitallibrary.un.org/record/285323
285324,A/RES/53/158,53,1998-12-09,1998,General Assembly,,A/53/625/Add.3,A/53/PV.85,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,64,41,56,24,185,185,agenda,https://digitallibrary.un.org/record/285324
285325,A/RES/53/163,53,1998-12-09,1998,General Assembly,,A/53/625/Add.3,A/53/PV.85,"Situation of human rights in Bosnia and Herzegovina, the Republic of Croatia and the Federal Republic of Yugoslavia (Serbia and Montenegro) : resolution / adopted by the General Assembly",Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,141,0,21,23,185,185,agenda,https://digitallibrary.un.org/record/285325
285326,A/RES/53/164,53,1998-12-09,1998,General Assembly,,A/53/625/Add.3,A/53/PV.85,Situation of human rights in Kosovo : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,122,3,34,26,185,185,agenda,https://digitallibrary.un.org/record/285326
404565,A/RES/54/151,54,1999-12-17,1999,General Assembly,,A/54/604,A/54/PV.83,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES,,110,16,35,27,188,188,agenda,https://digitallibrary.un.org/record/404565
404566,A/RES/54/152,54,1999-12-17,1999,General Assembly,,A/54/604,A/54/PV.83,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES,,156,2,1,29,188,188,agenda,https://digitallibrary.un.org/record/404566
404567,A/RES/54/164,54,1999-12-17,1999,General Assembly,,A/54/605/Add.2,A/54/PV.83,Human rights and terrorism : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,106,0,58,24,188,188,agenda,https://digitallibrary.un.org/record/404567
404568,A/RES/54/165,54,1999-12-17,1999,General Assembly,,A/54/605/Add.2,A/54/PV.83,Globalization and its impact on the full enjoyment of all human rights : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,99,2,64,23,188,188,agenda,https://digitallibrary.un.org/record/404568
404569,A/RES/54/168,54,1999-12-17,1999,General Assembly,,A/54/605/Add.2,A/54/PV.83,Respect for the principles of national sovereignty and non-interference in the internal affairs of States in their electoral processes : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,91,59,10,28,188,188,agenda,https://digitallibrary.un.org/record/404569
404570,A/RES/54/169,54,1999-12-17,1999,General Assembly,,A/54/605/Add.2,A/54/PV.83,Respect for the right to universal freedom of travel and the vital importance of family reunification : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,95,1,66,26,188,188,agenda,https://digitallibrary.un.org/record/404570
404571,A/RES/54/172,54,1999-12-17,1999,General Assembly,,A/54/605/Add.2,A/54/PV.83,Human rights and unilateral coercive measures : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,109,48,7,24,188,188,agenda,https://digitallibrary.un.org/record/404571
404580,A/RES/54/173,54,1999-12-17,1999,General Assembly,,A/54/605/Add.2,A/54/PV.83,Strengthening the role of the United Nations in enhancing the effectiveness of the principle of periodic and genuine elections and the promotion of democratization : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,153,0,11,24,188,188,agenda,https://digitallibrary.un.org/record/404580
404581,A/RES/54/175,54,1999-12-17,1999,General Assembly,,A/54/605/Add.2,A/54/PV.83,The right to development : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,119,10,38,21,188,188,agenda,https://digitallibrary.un.org/record/404581
404582,A/RES/54/177,54,1999-12-17,1999,General Assembly,,A/54/605/Add.3,A/54/PV.83,Human rights situation in the Islamic Republic of Iran : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,61,47,51,29,188,188,agenda,https://digitallibrary.un.org/record/404582
404583,A/RES/54/178,54,1999-12-17,1999,General Assembly,,A/54/605/Add.3,A/54/PV.83,Human rights situation in Iraq : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,100,3,53,32,188,188,agenda,https://digitallibrary.un.org/record/404583
404584,A/RES/54/179,54,1999-12-17,1999,General Assembly,,A/54/605/Add.3,A/54/PV.83,Situation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,91,10,54,33,188,188,agenda,https://digitallibrary.un.org/record/404584
404585,A/RES/54/182,54,1999-12-17,1999,General Assembly,,A/54/605/Add.3,A/54/PV.83,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,89,30,39,30,188,188,agenda,https://digitallibrary.un.org/record/404585
404586,A/RES/54/183,54,1999-12-17,1999,General Assembly,,A/54/605/Add.3,A/54/PV.83,Situation of human rights in Kosovo : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,108,4,45,31,188,188,agenda,https://digitallibrary.un.org/record/404586
404587,A/RES/54/184,54,1999-12-17,1999,General Assembly,,A/54/605/Add.3,A/54/PV.83,"Situation of human rights in Bosnia and Herzegovina, the Republic of Croatia and the Federal Republic of Yugoslavia (Serbia and Montenegro) : resolution / adopted by the General Assembly",Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS,,123,2,34,29,188,188,agenda,https://digitallibrary.un.org/record/404587
428799,A/RES/55/100,55,2000-12-04,2000,General Assembly,A/C.3/55/L.45,A/55/602/Add.2,A/55/PV.81,Respect for the right to universal freedom of travel and the vital importance of family reunification : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,106,1,67,15,189,189,draft,https://digitallibrary.un.org/record/428799
428800,A/RES/55/101,55,2000-12-04,2000,General Assembly,A/C.3/55/L.47|A/C.3/55/L.47/Rev.1,A/55/602/Add.2,A/55/PV.81,Respect for the purposes and principles contained in the Charter of the United Nations to achieve international cooperation in promoting and encouraging respect for human rights and for fundamental freedoms and in solving international problems of a humanitarian character : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,104,52,15,18,189,189,draft,https://digitallibrary.un.org/record/428800
428801,A/RES/55/102,55,2000-12-04,2000,General Assembly,A/C.3/55/L.48|A/C.3/55/L.48/Rev.1,A/55/602/Add.2,A/55/PV.81,Globalization and its impact on the full enjoyment of all human rights : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,112,46,15,16,189,189,draft,https://digitallibrary.un.org/record/428801
428802,A/RES/55/107,55,2000-12-04,2000,General Assembly,A/C.3/55/L.56|A/C.3/55/L.56/Rev.1,A/55/602/Add.2,A/55/PV.81,Promotion of a democratic and equitable international order : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,109,52,7,21,189,189,draft,https://digitallibrary.un.org/record/428802
428803,A/RES/55/110,55,2000-12-04,2000,General Assembly,A/C.3/55/L.59,A/55/602/Add.2,A/55/PV.81,Human rights and unilateral coercive measures : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT|SANCTIONS--INTERNATIONAL RELATIONS,,117,49,6,17,189,189,draft,https://digitallibrary.un.org/record/428803
428804,A/RES/55/114,55,2000-12-04,2000,General Assembly,A/C.3/55/L.49,A/55/602/Add.3,A/55/PV.81,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS|HUMAN RIGHTS--IRAN (ISLAMIC REPUBLIC OF),,67,54,46,22,189,189,draft,https://digitallibrary.un.org/record/428804
428805,A/RES/55/115,55,2000-12-04,2000,General Assembly,A/C.3/55/L.50,A/55/602/Add.3,A/55/PV.81,Human rights situation in Iraq : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS|HUMAN RIGHTS--IRAQ,,102,3,60,24,189,189,draft,https://digitallibrary.un.org/record/428805
428806,A/RES/55/116,55,2000-12-04,2000,General Assembly,A/C.3/55/L.51/Rev.1,A/55/602/Add.3,A/55/PV.81,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS|HUMAN RIGHTS--SUDAN,,85,32,49,23,189,189,draft,https://digitallibrary.un.org/record/428806
428807,A/RES/55/117,55,2000-12-04,2000,General Assembly,A/C.3/55/L.62/Rev.1,A/55/602/Add.3,A/55/PV.81,Situation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS|HUMAN RIGHTS--DEMOCRATIC REPUBLIC OF THE CONGO,,102,2,63,22,189,189,draft,https://digitallibrary.un.org/record/428807
428793,A/RES/55/66,55,2000-12-04,2000,General Assembly,A/C.3/55/L.11/Rev.1,A/55/595|A/55/595/Corr.1|A/55/595/Corr.2,A/55/PV.81,Working towards the elimination of crimes against women committed in the name of honour : resolution / adopted by the General Assembly,Advancement of women.,WOMEN'S ADVANCEMENT,,146,1,26,16,189,189,draft,https://digitallibrary.un.org/record/428793
428794,A/RES/55/86,55,2000-12-04,2000,General Assembly,A/C.3/55/L.23,A/55/601,A/55/PV.81,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES,,119,19,35,16,189,189,draft,https://digitallibrary.un.org/record/428794
428795,A/RES/55/87,55,2000-12-04,2000,General Assembly,A/C.3/55/L.32,A/55/601,A/55/PV.81,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES,,170,2,5,12,189,189,draft,https://digitallibrary.un.org/record/428795
428797,A/RES/55/92,55,2000-12-04,2000,General Assembly,A/C.3/55/L.35,A/55/602/Add.2,A/55/PV.81,Protection of migrants : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",MIGRANTS--PROTECTION|HUMAN RIGHTS ADVANCEMENT,,165,0,8,16,189,189,draft,https://digitallibrary.un.org/record/428797
428798,A/RES/55/96,55,2000-12-04,2000,General Assembly,A/C.3/55/L.40,A/55/602/Add.2,A/55/PV.81,Promoting and consolidating democracy : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,157,0,16,16,189,189,draft,https://digitallibrary.un.org/record/428798
454775,A/RES/56/142,56,2001-12-19,2001,General Assembly,A/C.3/56/L.33,A/56/582,A/56/PV.88,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES,,161,3,1,24,189,189,draft,https://digitallibrary.un.org/record/454775
454776,A/RES/56/146,56,2001-12-19,2001,General Assembly,A/C.3/56/L.38,A/56/583/Add.1,A/56/PV.88,Equitable geographical distribution of the membership of the human rights instruments : resolution / adopted by the General Assembly,Implementation of human rights instruments.,HUMAN RIGHTS--INTERNATIONAL INSTRUMENTS,,113,47,5,24,189,189,draft,https://digitallibrary.un.org/record/454776
454777,A/RES/56/148,56,2001-12-19,2001,General Assembly,A/C.3/56/L.41,A/56/583/Add.2,A/56/PV.88,Human rights and unilateral coercive measures : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",SANCTIONS--INTERNATIONAL RELATIONS|HUMAN RIGHTS ADVANCEMENT,,114,51,2,22,189,189,draft,https://digitallibrary.un.org/record/454777
454778,A/RES/56/150,56,2001-12-19,2001,General Assembly,A/C.3/56/L.43/Rev.1,A/56/583/Add.2,A/56/PV.88,The right to development : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT|RIGHT TO DEVELOPMENT,,123,4,44,18,189,189,draft,https://digitallibrary.un.org/record/454778
454779,A/RES/56/151,56,2001-12-19,2001,General Assembly,A/C.3/56/L.44,A/56/583/Add.2,A/56/PV.88,Promotion of a democratic and equitable international order : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,109,53,6,21,189,189,draft,https://digitallibrary.un.org/record/454779
454783,A/RES/56/152,56,2001-12-19,2001,General Assembly,A/C.3/56/L.45,A/56/583/Add.2,A/56/PV.88,Respect for the purposes and principles contained in the Charter of the United Nations to achieve international cooperation in promoting and encouraging respect for human rights and for fundamental freedoms and in solving international problems of humanitarian character : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,100,54,15,20,189,189,draft,https://digitallibrary.un.org/record/454783
454789,A/RES/56/154,56,2001-12-19,2001,General Assembly,A/C.3/56/L.47,A/56/583/Add.2,A/56/PV.88,Respect for the principles of national sovereignty and non-interference in the internal affairs of States in their electoral processes as an important element for the promotion and protection of human rights : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,99,10,59,21,189,189,draft,https://digitallibrary.un.org/record/454789
454814,A/RES/56/155,56,2001-12-19,2001,General Assembly,A/C.3/56/L.48,A/56/583/Add.2,A/56/PV.88,The right to food : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,169,2,2,16,189,189,draft,https://digitallibrary.un.org/record/454814
454821,A/RES/56/159,56,2001-12-19,2001,General Assembly,A/C.3/56/L.53,A/56/583/add.2,A/56/PV.88,Strengthening the role of the United Nations in enhancing the effectiveness of the principle of periodic and genuine elections and the promotion of democratization : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT|ELECTION VERIFICATION--UN,,162,0,8,19,189,189,draft,https://digitallibrary.un.org/record/454821
454822,A/RES/56/160,56,2001-12-19,2001,General Assembly,A/C.3/56/L.59,A/56/583/Add.2,A/56/PV.88,Human rights and terrorism : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT|HUMAN RIGHTS--TERRORISM,,102,0,69,18,189,189,draft,https://digitallibrary.un.org/record/454822
454825,A/RES/56/165,56,2001-12-19,2001,General Assembly,A/C.3/56/L.64,A/56/583/Add.2,A/56/PV.88,Globalization and its impact on the full enjoyment of all human rights : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,116,46,9,18,189,189,draft,https://digitallibrary.un.org/record/454825
454826,A/RES/56/171,56,2001-12-19,2001,General Assembly,A/C.3/56/L.50,A/56/583/Add.3,A/56/PV.88,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--IRAN (ISLAMIC REPUBLIC OF)|HUMAN RIGHTS--REPORTS,,72,49,46,22,189,189,draft,https://digitallibrary.un.org/record/454826
454829,A/RES/56/173,56,2001-12-19,2001,General Assembly,A/C.3/56/L.56/Rev.1,A/56/583/Add.3,A/56/PV.88,Situtation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS|HUMAN RIGHTS--DEMOCRATIC REPUBLIC OF THE CONGO,,90,3,69,27,189,189,draft,https://digitallibrary.un.org/record/454829
454845,A/RES/56/174,56,2001-12-19,2001,General Assembly,A/C.3/56/L.57,A/56/583/Add.3,A/56/PV.88,Situation of human rights in Iraq : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS|HUMAN RIGHTS--IRAQ,,100,2,63,24,189,189,draft,https://digitallibrary.un.org/record/454845
454848,A/RES/56/175,56,2001-12-19,2001,General Assembly,A/C.3/56/L.58/Rev.1,A/56/583/Add.3,A/56/PV.88,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,Human rights situations and reports of special rapporteurs and representatives.,HUMAN RIGHTS--REPORTS|HUMAN RIGHTS--SUDAN,,79,37,48,25,189,189,draft,https://digitallibrary.un.org/record/454848
455680,A/RES/56/232,56,2001-12-24,2001,General Assembly,A/C.3/56/L.31,A/56/582,A/56/PV.92,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES,,77,20,20,72,189,189,draft,https://digitallibrary.un.org/record/455680
462340,A/RES/56/266,56,2002-03-27,2002,General Assembly,A/C.3/56/L.84/Rev.1,A/56/581,A/56/PV.97,"Comprehensive implementation of and follow-up to the World Conference against Racism, Racial Discrimination, Xenophobia and Related Intolerance : resolution / adopted by the General Assembly",Elimination of racism and racial discrimination.,RACIAL DISCRIMINATION,,134,2,2,51,189,189,draft,https://digitallibrary.un.org/record/462340
482399,A/RES/57/175,57,2002-12-18,2002,General Assembly,A/C.3/57/L.16/Rev.1,A/57/549,A/57/PV.77,Future operations of the International Research and Training Institute for the Advancement of Women : resolution / adopted by the General Assembly,Advancement of women.,WOMEN'S ADVANCEMENT,,136,7,29,19,191,191,draft,https://digitallibrary.un.org/record/482399
482400,A/RES/57/188,57,2002-12-18,2002,General Assembly,A/C.3/57/L.23,A/57/552,A/57/PV.77,Situation of and assistance to Palestinian children : resolution / adopted by the General Assembly,Promotion and protection of the rights of children.,RIGHTS OF THE CHILD,,108,5,60,18,191,191,draft,https://digitallibrary.un.org/record/482400
482402,A/RES/57/190,57,2002-12-18,2002,General Assembly,A/C.3/57/L.25/Rev.1,A/57/552,A/57/PV.77,Rights of the child : resolution / adopted by the General Assembly,Promotion and protection of the rights of children.,RIGHTS OF THE CHILD,,175,2,0,14,191,191,draft,https://digitallibrary.un.org/record/482402
482404,A/RES/57/195,57,2002-12-18,2002,General Assembly,A/C.3/57/L.34,A/57/554,A/57/PV.77,"The fight against racism, racial discrimination, xenophobia and related intolerance and the comprehensive implementation of and follow-up to the Durban Declaration and Programme of Action : resolution / adopted by the General Assembly",Elimination of racism and racial discrimination.,RACIAL DISCRIMINATION--ELIMINATION,,173,3,2,13,191,191,draft,https://digitallibrary.un.org/record/482404
482406,A/RES/57/196,57,2002-12-18,2002,General Assembly,A/C.3/57/L.31,A/57/555,A/57/PV.77,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES,,124,21,34,12,191,191,draft,https://digitallibrary.un.org/record/482406
482407,A/RES/57/198,57,2002-12-18,2002,General Assembly,A/C.3/57/L.35,A/57/555,A/57/PV.77,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,Right of peoples to self-determination.,SELF-DETERMINATION OF PEOPLES,,172,4,3,12,191,191,draft,https://digitallibrary.un.org/record/482407
482408,A/RES/57/199,57,2002-12-18,2002,General Assembly,A/C.3/57/L.30,A/57/556/Add.1,A/57/PV.77,"Optional Protocol to the Convention against Torture and Other Cruel, Inhuman or Degrading Treatment or Punishment : resolution / adopted by the General Assembly",Implementation of human rights instruments.,HUMAN RIGHTS--INTERNATIONAL INSTRUMENTS|TORTURE AND OTHER CRUEL TREATMENT,,127,4,42,18,191,191,draft,https://digitallibrary.un.org/record/482408
482409,A/RES/57/205,57,2002-12-18,2002,General Assembly,A/C.3/57/L.44,A/57/556/Add.2,A/57/PV.77,Globalization and its impact on the full enjoyment of all human rights : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,124,52,5,10,191,191,draft,https://digitallibrary.un.org/record/482409
482410,A/RES/57/213,57,2002-12-18,2002,General Assembly,A/C.3/57/L.55,A/57/556/Add.2,A/57/PV.77,Promotion of a democratic and equitable international order : resolution / adopted by the General Assembly,"Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT,,116,55,7,13,191,191,draft,https://digitallibrary.un.org/record/482410
482411,A/RES/57/214,57,2002-12-18,2002,General Assembly,A/C.3/57/L.56/Rev.1,A/57/556/Add.2,A/57/PV.77,"Extrajudicial, summary or arbitrary executions : resolution / adopted by the General Assembly","Human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",HUMAN RIGHTS ADVANCEMENT|SUMMARY EXECUTIONS,,130,0,49,12,191,191,draft,https://digitallibrary.un.org/record/482411
